ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
9.690005,3.934415,3.275668,-1,6.031126,7.001669,0.279217,55.75515,26.50245,LEFT_ACCELERATE
-1,4.31127,3.314033,-1,5.893765,5.657697,0.2792189,56.31649,26.60084,LEFT_ACCELERATE
-1,5.058465,3.580992,8.680671,5.678764,4.137603,0.2792131,56.63665,26.70591,LEFT_ACCELERATE
-1,4.397051,3.570283,-1,-1,2.694282,0.2791929,56.72411,26.80351,LEFT_ACCELERATE
-1,2.351418,1.784419,-1,-1,1.222106,0.2791801,56.70168,26.90246,LEFT_ACCELERATE
-1,1.798033,1.340912,-1,-1,-0.2304229,0.2791657,56.67178,27.00003,ACCELERATE
-1,1.817,1.355745,-1,-1,-1.89659,0.2791623,56.6818,27.11192,ACCELERATE
-1,1.830673,1.366492,-1,-1,-3.34758,0.2791609,56.71547,27.20937,ACCELERATE
-1,1.839098,1.373121,-1,-1,-4.817523,0.2791607,56.76417,27.30811,ACCELERATE
-1,2.333739,1.769176,-1,-1,-6.374179,0.2791631,56.84646,27.4128,RIGHT_ACCELERATE
-1,3.824481,3.04052,-1,-1,-7.724185,0.2791677,57.01009,27.50418,RIGHT_ACCELERATE
-1,4.273109,3.44601,-1,-1,-9.268869,0.2791618,57.24646,27.6091,ACCELERATE
-1,4.280089,3.451789,-1,-1,-10.71066,0.2791606,57.46138,27.70696,ACCELERATE
-1,4.278302,3.450016,-1,-1,-12.1487,0.2791599,57.67081,27.80452,ACCELERATE
-1,4.030643,3.224277,-1,-1,-13.70327,0.27916,57.88062,27.90985,LEFT_ACCELERATE
-1,2.074466,1.56068,-1,-1,-15.26071,0.2791706,57.97382,28.01478,LEFT_ACCELERATE
-1,2.124292,1.601475,-1,-1,-16.78692,0.2791953,57.85321,28.11788,LEFT_ACCELERATE
-1,6.065635,5.220102,7.42214,4.11057,-18.09836,0.2792103,57.51525,28.20917,LEFT_ACCELERATE
-1,5.057535,4.955979,-1,4.923486,-19.52946,0.2791825,56.88324,28.3148,NONE
-1,4.272955,4.376085,-1,5.720269,-20.74904,0.2791766,56.27648,28.4112,NONE
